no_pesanan,order_date,sku,product,omset,customer_name,customer_phone,customer_city,packed_date,shipped_date,return_date,package_status,qty
ORD000151,2025-01-10 17:16:27,VTMMD60,vitaman madu 60 ml,50000,Namo Jora Mifa,8190855129,Lombok Timur,2025-01-10 19:31:27,2025-01-12 02:31:27,,Delivered,2
ORD000152,2025-01-17 15:26:45,VTMMD60,vitaman madu 60 ml,50000,Lina Tira,8973832769,Cianjur,2025-01-17 17:09:45,2025-01-18 14:09:45,,Delivered,3
ORD000153,2025-01-30 12:10:07,MDB200,maduboom 200 ml,32000,Moli Rino,8863838666,Bandung,2025-01-30 12:44:07,2025-01-31 10:44:07,,Processed,1
ORD000154,2025-02-16 14:06:51,VTM60,vitaman 60 ml,30000,Sali Fara,8967311780,Palembang,2025-02-16 15:16:51,2025-02-18 13:16:51,2025-02-25 13:16:51,Returned,1
ORD000155,2025-02-11 00:12:38,VTM60,vitaman 60 ml,30000,Fami Ramo Liba,8404353444,Tabanan,2025-02-11 01:48:38,2025-02-11 17:48:38,,Processed,2
ORD000156,2025-02-18 10:27:56,VTMMD60,vitaman madu 60 ml,50000,Dijo Rasa Nori,8218743650,Palembang,2025-02-18 12:52:56,2025-02-19 03:52:56,2025-02-24 03:52:56,Returned,2
ORD000157,2025-01-16 17:57:57,VTMMD60,vitaman madu 60 ml,50000,Raza Bami Rira,8611956343,Larantuka,2025-01-16 20:33:57,2025-01-18 15:33:57,,On Delivery,1
ORD000158,2025-02-27 10:20:50,MDB120,maduboom 120 ml,23000,Lino Zamo Zali,8159748674,Denpasar,2025-02-27 12:53:50,2025-03-01 10:53:50,2025-03-06 10:53:50,Returned,1
ORD000159,2025-01-05 22:32:51,MDB200,maduboom 200 ml,32000,Lika Miti,8743606781,Jembrana,2025-01-06 01:19:51,2025-01-07 05:19:51,2025-01-14 05:19:51,Returned,1
ORD000160,2025-01-02 13:24:18,MDB200,maduboom 200 ml,32000,Rati Kajo,8137966242,Lombok Timur,2025-01-02 16:19:18,2025-01-03 15:19:18,,Processed,3
ORD000161,2025-02-12 08:34:05,MDB120,maduboom 120 ml,23000,Fafa Bati,8230286408,Pekanbaru,2025-02-12 09:06:05,2025-02-14 00:06:05,,On Delivery,1
ORD000162,2025-01-26 07:25:26,VTMMD60,vitaman madu 60 ml,50000,Jona Kara Mona,8528152745,Sukabumi,2025-01-26 09:43:26,2025-01-28 07:43:26,,On Delivery,1
ORD000163,2025-02-02 06:31:27,JDM,jelly drink madu,20000,Nodi Faza Lika,8393004487,Serang,2025-02-02 08:05:27,2025-02-03 23:05:27,,Delivered,3
ORD000164,2025-01-20 03:51:00,VTMMD60,vitaman madu 60 ml,50000,Zano Mino,8254593680,Lamongan,2025-01-20 06:01:00,2025-01-20 12:01:00,,Delivered,1
ORD000165,2025-01-02 09:53:25,MDB120,maduboom 120 ml,23000,Faka Dijo,8615175820,Subang,2025-01-02 10:31:25,2025-01-04 08:31:25,,Processed,3
ORD000166,2025-02-13 00:50:20,MDB200,maduboom 200 ml,32000,Nono Tiri,8863036544,Kendari,2025-02-13 02:57:20,2025-02-14 15:57:20,,Delivered,3
ORD000167,2025-02-07 06:05:04,JDM,jelly drink madu,20000,Liti Disa Nojo,8139586381,Samarinda,2025-02-07 07:03:04,2025-02-08 04:03:04,2025-02-15 04:03:04,Returned,2
ORD000168,2025-01-14 04:09:05,VTM60,vitaman 60 ml,30000,Mili Timi,8405992331,Jakarta,2025-01-14 05:23:05,2025-01-14 22:23:05,2025-01-21 22:23:05,Returned,1
ORD000169,2025-01-19 17:02:08,MDB200,maduboom 200 ml,32000,Nojo Rano Zaza,8990702927,Larantuka,2025-01-19 17:44:08,2025-01-21 15:44:08,,On Delivery,1
ORD000170,2025-02-24 01:25:30,VTM60,vitaman 60 ml,30000,Kafa Mijo Limo,8862363993,Padang,2025-02-24 02:50:30,2025-02-25 12:50:30,,Processed,3
ORD000171,2025-02-10 23:52:49,VTM60,vitaman 60 ml,30000,Jori Tijo,8333146988,Jombang,2025-02-11 01:43:49,2025-02-11 08:43:49,,Processed,1
ORD000172,2025-01-01 01:06:35,MDB120,maduboom 120 ml,23000,Rari Miba,8886146381,Depok,2025-01-01 02:26:35,2025-01-03 02:26:35,,Processed,3
ORD000173,2025-01-26 08:46:11,MDB120,maduboom 120 ml,23000,Moza Mimo,8906387161,Makassar,2025-01-26 11:00:11,2025-01-28 01:00:11,,On Delivery,2
ORD000174,2025-02-07 19:03:39,JDM,jelly drink madu,20000,Kamo Bami,8839461364,Semarang,2025-02-07 20:00:39,2025-02-09 20:00:39,,On Delivery,1
ORD000175,2025-01-17 05:29:54,JDM,jelly drink madu,20000,Nori Mora,8694077339,Pontianak,2025-01-17 06:01:54,2025-01-19 00:01:54,,Processed,3
ORD000176,2025-02-26 20:18:17,MDB200,maduboom 200 ml,32000,Fana Mora,8381094647,Malang,2025-02-26 20:59:17,2025-02-28 13:59:17,,On Delivery,2
ORD000177,2025-01-09 09:20:35,JDM,jelly drink madu,20000,Dili Sari,8948319626,Singaraja,2025-01-09 10:39:35,2025-01-11 06:39:35,,Delivered,2
ORD000178,2025-01-29 09:27:31,MDB200,maduboom 200 ml,32000,Kari Safa,8887283191,Padang,2025-01-29 11:34:31,2025-01-31 09:34:31,2025-02-06 09:34:31,Returned,3
ORD000179,2025-02-21 05:39:43,VTM60,vitaman 60 ml,30000,Riri Jori,8655446728,Palu,2025-02-21 07:44:43,2025-02-23 06:44:43,,Delivered,1
ORD000180,2025-01-11 20:16:20,VTMMD60,vitaman madu 60 ml,50000,Mili Mojo,8422074227,Gresik,2025-01-11 23:00:20,2025-01-12 19:00:20,,Processed,2
ORD000181,2025-01-15 01:28:46,MDB120,maduboom 120 ml,23000,Rali Nodi Noli,8122846648,Cikarang,2025-01-15 03:58:46,2025-01-16 22:58:46,,Delivered,1
ORD000182,2025-01-08 03:09:07,VTM60,vitaman 60 ml,30000,Fasa Miri Liza,8526172253,Ngawi,2025-01-08 05:54:07,2025-01-10 05:54:07,,Delivered,3
ORD000183,2025-02-04 23:09:59,MDB200,maduboom 200 ml,32000,Lijo Saza,8416278897,Kudus,2025-02-05 01:50:59,2025-02-05 17:50:59,2025-02-11 17:50:59,Returned,3
ORD000184,2025-01-18 22:25:56,MDB120,maduboom 120 ml,23000,Dimo Nana,8820284358,Gresik,2025-01-19 01:00:56,2025-01-20 09:00:56,,Delivered,1
ORD000185,2025-02-14 03:08:21,MDB200,maduboom 200 ml,32000,Momi Tiza,8452322638,Gorontalo,2025-02-14 05:57:21,2025-02-15 03:57:21,,On Delivery,3
ORD000186,2025-01-02 01:44:50,VTM60,vitaman 60 ml,30000,Mosa Nono,8723653889,Bandung,2025-01-02 02:26:50,2025-01-03 18:26:50,,Delivered,1
ORD000187,2025-01-13 16:08:30,MDB200,maduboom 200 ml,32000,Fana Mimo Moba,8862130733,Madiun,2025-01-13 18:57:30,2025-01-15 02:57:30,,Processed,3
ORD000188,2025-01-07 18:30:32,JDM,jelly drink madu,20000,Nafa Timi,8158741120,Jambi,2025-01-07 21:21:32,2025-01-08 04:21:32,2025-01-12 04:21:32,Returned,3
ORD000189,2025-01-01 18:45:12,MDB200,maduboom 200 ml,32000,Momo Ridi Zali,8580174711,Batam,2025-01-01 20:18:12,2025-01-03 00:18:12,,Delivered,3
ORD000190,2025-02-10 07:25:28,MDB120,maduboom 120 ml,23000,Moli Mika,8616186759,Batam,2025-02-10 08:13:28,2025-02-10 23:13:28,,Delivered,2
ORD000191,2025-02-17 14:11:52,MDB120,maduboom 120 ml,23000,Nami Mora Kana,8541772529,Lombok Barat,2025-02-17 16:18:52,2025-02-18 20:18:52,,Processed,3
ORD000192,2025-02-09 14:32:50,MDB120,maduboom 120 ml,23000,Mimo Ramo,8506846234,Banjarbaru,2025-02-09 16:32:50,2025-02-10 10:32:50,,On Delivery,3
ORD000193,2025-01-31 17:20:49,VTM60,vitaman 60 ml,30000,Nono Moli,8707525687,Ambon,2025-01-31 18:48:49,2025-02-02 08:48:49,,On Delivery,2
ORD000194,2025-01-23 15:20:10,MDB120,maduboom 120 ml,23000,Liza Tino,8870942336,Palangkaraya,2025-01-23 16:12:10,2025-01-25 13:12:10,,Processed,3
ORD000195,2025-01-19 19:58:07,VTM60,vitaman 60 ml,30000,Kasa Safa,8627769742,Banjarmasin,2025-01-19 22:36:07,2025-01-21 07:36:07,2025-01-26 07:36:07,Returned,1
ORD000196,2025-02-06 00:59:21,MDB120,maduboom 120 ml,23000,Jora Raba,8548981784,Gresik,2025-02-06 01:30:21,2025-02-07 03:30:21,,Processed,2
ORD000197,2025-02-01 00:37:33,MDB120,maduboom 120 ml,23000,Lira Miba,8165470104,Batu,2025-02-01 02:00:33,2025-02-02 22:00:33,,On Delivery,1
ORD000198,2025-01-24 07:44:56,MDB120,maduboom 120 ml,23000,Rari Dijo,8370927994,Batu,2025-01-24 10:06:56,2025-01-26 10:06:56,,Processed,2
ORD000199,2025-02-03 22:09:49,VTMMD60,vitaman madu 60 ml,50000,Namo Timi Rino,8984331774,Boyolali,2025-02-04 00:12:49,2025-02-05 13:12:49,2025-02-09 13:12:49,Returned,1
ORD000200,2025-01-28 18:50:55,VTMMD60,vitaman madu 60 ml,50000,Rino Titi,8386769941,Ende,2025-01-28 20:53:55,2025-01-29 04:53:55,,Processed,1
ORD000201,2025-01-26 20:44:49,MDB200,maduboom 200 ml,32000,Noba Rina,8506670758,Ponorogo,2025-01-26 22:10:49,2025-01-27 04:10:49,,Processed,2
ORD000202,2025-02-26 06:13:49,MDB120,maduboom 120 ml,23000,Tili Zafa,8219428559,Garut,2025-02-26 08:08:49,2025-02-27 11:08:49,,Processed,1
ORD000203,2025-02-18 03:43:56,JDM,jelly drink madu,20000,Kaba Lino Jona,8848934912,Larantuka,2025-02-18 05:45:56,2025-02-19 20:45:56,,Processed,1
ORD000204,2025-02-05 01:33:32,VTMMD60,vitaman madu 60 ml,50000,Baba Tiba,8389425369,Bojonegoro,2025-02-05 02:35:32,2025-02-05 20:35:32,,Processed,3
ORD000205,2025-02-22 23:58:10,VTM60,vitaman 60 ml,30000,Nana Nomo,8275507568,Magelang,2025-02-23 01:46:10,2025-02-24 00:46:10,,Processed,2
ORD000206,2025-02-02 04:22:34,MDB120,maduboom 120 ml,23000,Diba Ridi,8952839952,Tegal,2025-02-02 05:19:34,2025-02-02 21:19:34,,Processed,3
ORD000207,2025-01-04 17:12:55,VTM60,vitaman 60 ml,30000,Mimo Bari,8493649557,Tegal,2025-01-04 18:23:55,2025-01-06 02:23:55,,Processed,2
ORD000208,2025-01-12 10:15:39,VTMMD60,vitaman madu 60 ml,50000,Rali Risa Zamo,8539158194,Bandung,2025-01-12 11:13:39,2025-01-13 19:13:39,,Delivered,3
ORD000209,2025-01-19 09:09:05,VTM60,vitaman 60 ml,30000,Noli Mora,8281628326,Singkawang,2025-01-19 11:35:05,2025-01-20 08:35:05,,Delivered,3
ORD000210,2025-02-02 19:53:11,VTM60,vitaman 60 ml,30000,Josa Joza Josa,8561784657,Bogor,2025-02-02 21:08:11,2025-02-04 06:08:11,,Delivered,1
ORD000211,2025-02-06 09:40:10,VTM60,vitaman 60 ml,30000,Liba Dimo Lijo,8133218358,Bandar Lampung,2025-02-06 10:17:10,2025-02-08 06:17:10,,Delivered,1
ORD000212,2025-02-26 13:54:23,MDB200,maduboom 200 ml,32000,Sali Rasa Diba,8347425998,Banjarmasin,2025-02-26 16:29:23,2025-02-28 08:29:23,,On Delivery,1
ORD000213,2025-01-09 03:11:43,VTMMD60,vitaman madu 60 ml,50000,Diti Rafa Lifa,8258884842,Garut,2025-01-09 03:48:43,2025-01-10 22:48:43,,On Delivery,2
ORD000214,2025-01-08 11:26:47,VTMMD60,vitaman madu 60 ml,50000,Dili Sadi,8444087090,Madiun,2025-01-08 12:55:47,2025-01-08 23:55:47,2025-01-12 23:55:47,Returned,3
ORD000215,2025-01-10 13:12:31,VTM60,vitaman 60 ml,30000,Mijo Kati,8726997825,Sorong,2025-01-10 13:55:31,2025-01-11 19:55:31,,Delivered,2
ORD000216,2025-02-23 20:47:18,MDB120,maduboom 120 ml,23000,Misa Fafa Mojo,8812804953,Sumedang,2025-02-23 22:00:18,2025-02-25 06:00:18,2025-03-03 06:00:18,Returned,3
ORD000217,2025-02-19 23:28:57,MDB200,maduboom 200 ml,32000,Joti Faza,8188200612,Kudus,2025-02-20 01:32:57,2025-02-20 23:32:57,,On Delivery,1
ORD000218,2025-02-14 20:14:12,MDB200,maduboom 200 ml,32000,Zaza Mona Kana,8782634602,Balikpapan,2025-02-14 21:03:12,2025-02-16 18:03:12,,Processed,1
ORD000219,2025-01-06 02:48:30,JDM,jelly drink madu,20000,Zaka Lidi,8459748273,Buleleng,2025-01-06 04:43:30,2025-01-07 07:43:30,,On Delivery,1
ORD000220,2025-01-14 04:38:22,VTMMD60,vitaman madu 60 ml,50000,Nati Basa Bari,8377982660,Blitar,2025-01-14 05:18:22,2025-01-15 19:18:22,2025-01-21 19:18:22,Returned,1
ORD000221,2025-01-16 09:10:19,JDM,jelly drink madu,20000,Nofa Nara Zami,8508034203,Gorontalo,2025-01-16 10:09:19,2025-01-18 01:09:19,,On Delivery,2
ORD000222,2025-02-20 00:11:16,VTM60,vitaman 60 ml,30000,Mimo Sadi,8224579710,Pasuruan,2025-02-20 01:05:16,2025-02-20 23:05:16,2025-02-23 23:05:16,Returned,2
ORD000223,2025-01-24 04:17:26,JDM,jelly drink madu,20000,Dimi Miti,8975150062,Klaten,2025-01-24 06:13:26,2025-01-25 06:13:26,,Processed,1
ORD000224,2025-01-12 02:26:19,VTMMD60,vitaman madu 60 ml,50000,Moli Rafa,8746733869,Tuban,2025-01-12 03:59:19,2025-01-12 08:59:19,,On Delivery,2
ORD000225,2025-02-03 21:58:30,MDB120,maduboom 120 ml,23000,Mori Limo Nona,8136276130,Bangli,2025-02-04 00:09:30,2025-02-04 08:09:30,,Delivered,1
ORD000226,2025-01-06 22:04:04,VTM60,vitaman 60 ml,30000,Rimi Joza,8108565648,Ternate,2025-01-07 00:30:04,2025-01-08 15:30:04,,Delivered,3
ORD000227,2025-02-05 12:48:21,VTMMD60,vitaman madu 60 ml,50000,Tika Saka Didi,8617144602,Blitar,2025-02-05 13:32:21,2025-02-06 09:32:21,,On Delivery,1
ORD000228,2025-02-13 16:08:44,MDB200,maduboom 200 ml,32000,Baba Riri Josa,8607202936,Subang,2025-02-13 18:05:44,2025-02-15 00:05:44,2025-02-18 00:05:44,Returned,3
ORD000229,2025-01-16 18:36:46,VTM60,vitaman 60 ml,30000,Zami Mira Diba,8527220792,Batam,2025-01-16 20:17:46,2025-01-18 07:17:46,,Processed,3
ORD000230,2025-01-24 05:11:43,MDB120,maduboom 120 ml,23000,Sasa Zari Dino,8827387062,Jombang,2025-01-24 07:19:43,2025-01-25 09:19:43,,On Delivery,3
ORD000231,2025-02-20 21:05:31,VTM60,vitaman 60 ml,30000,Nafa Zana Difa,8404302091,Banjarbaru,2025-02-20 23:28:31,2025-02-22 18:28:31,,Processed,1
ORD000232,2025-01-05 21:37:03,VTMMD60,vitaman madu 60 ml,50000,Lina Mona Sali,8745164216,Pasuruan,2025-01-05 22:54:03,2025-01-06 07:54:03,,Delivered,1
ORD000233,2025-01-24 08:11:22,MDB120,maduboom 120 ml,23000,Nati Sajo,8467430225,Ponorogo,2025-01-24 10:25:22,2025-01-26 03:25:22,,Processed,3
ORD000234,2025-01-13 16:35:15,JDM,jelly drink madu,20000,Liri Zati Nana,8475703565,Blitar,2025-01-13 18:39:15,2025-01-14 22:39:15,,On Delivery,1
ORD000235,2025-02-04 13:31:07,VTMMD60,vitaman madu 60 ml,50000,Sali Rami,8702651980,Jambi,2025-02-04 16:19:07,2025-02-05 01:19:07,,On Delivery,1
ORD000236,2025-01-19 11:35:12,JDM,jelly drink madu,20000,Ridi Rari Miti,8959866039,Cirebon,2025-01-19 13:15:12,2025-01-21 12:15:12,,Processed,3
ORD000237,2025-01-02 04:31:19,MDB200,maduboom 200 ml,32000,Raza Mika,8800411969,Situbondo,2025-01-02 05:34:19,2025-01-04 04:34:19,,Delivered,3
ORD000238,2025-02-04 07:54:17,VTM60,vitaman 60 ml,30000,Kano Nati Limo,8930614447,Karangasem,2025-02-04 10:27:17,2025-02-04 15:27:17,,Delivered,1
ORD000239,2025-02-09 18:15:49,JDM,jelly drink madu,20000,Tiza Sajo,8222107941,Serang,2025-02-09 19:22:49,2025-02-10 09:22:49,,On Delivery,2
ORD000240,2025-01-18 09:32:51,MDB120,maduboom 120 ml,23000,Bari Kamo,8110077849,Serang,2025-01-18 10:47:51,2025-01-19 04:47:51,,Processed,3
ORD000241,2025-02-25 06:26:32,MDB120,maduboom 120 ml,23000,Kari Rali Nora,8605904641,Purwokerto,2025-02-25 07:29:32,2025-02-26 06:29:32,,Processed,1
ORD000242,2025-02-07 11:11:08,MDB120,maduboom 120 ml,23000,Difa Limo,8301171622,Sukabumi,2025-02-07 12:05:08,2025-02-08 13:05:08,,Delivered,2
ORD000243,2025-01-18 23:02:56,MDB200,maduboom 200 ml,32000,Rano Mira,8180052253,Banjarmasin,2025-01-19 00:09:56,2025-01-20 12:09:56,2025-01-24 12:09:56,Returned,3
ORD000244,2025-02-03 06:27:22,VTMMD60,vitaman madu 60 ml,50000,Bami Sana,8822371278,Manado,2025-02-03 07:58:22,2025-02-04 21:58:22,,Processed,3
ORD000245,2025-01-03 04:22:14,JDM,jelly drink madu,20000,Sajo Jori,8302084361,Gresik,2025-01-03 05:18:14,2025-01-04 20:18:14,,Processed,1
ORD000246,2025-02-23 13:43:28,MDB120,maduboom 120 ml,23000,Jomo Raza,8887464631,Surabaya,2025-02-23 16:27:28,2025-02-24 12:27:28,,On Delivery,2
ORD000247,2025-01-11 05:08:26,VTMMD60,vitaman madu 60 ml,50000,Lika Moli,8171365557,Padang,2025-01-11 06:21:26,2025-01-11 16:21:26,,Delivered,1
ORD000248,2025-01-04 00:04:34,MDB120,maduboom 120 ml,23000,Lili Joka Noka,8718568831,Bekasi,2025-01-04 02:47:34,2025-01-05 19:47:34,,Processed,2
ORD000249,2025-01-28 07:51:25,JDM,jelly drink madu,20000,Saka Zajo,8447173721,Jayapura,2025-01-28 09:41:25,2025-01-28 14:41:25,2025-01-30 14:41:25,Returned,2
ORD000250,2025-02-20 06:21:21,MDB200,maduboom 200 ml,32000,Fari Mino Badi,8719194304,Bojonegoro,2025-02-20 08:50:21,2025-02-20 14:50:21,,On Delivery,1
ORD000251,2025-01-19 03:04:01,MDB200,maduboom 200 ml,32000,Basa Rano Jofa,8207399957,Ende,2025-01-19 04:32:01,2025-01-21 02:32:01,,Delivered,2
ORD000252,2025-01-09 14:29:08,VTM60,vitaman 60 ml,30000,Diti Nona,8505253112,Tuban,2025-01-09 15:12:08,2025-01-10 11:12:08,2025-01-13 11:12:08,Returned,3
ORD000253,2025-01-10 17:25:46,JDM,jelly drink madu,20000,Lili Rimi,8754591830,Pasuruan,2025-01-10 19:59:46,2025-01-11 14:59:46,,Processed,2
ORD000254,2025-01-12 19:53:07,JDM,jelly drink madu,20000,Bafa Mora,8431616266,Badung,2025-01-12 22:23:07,2025-01-14 14:23:07,,On Delivery,2
ORD000255,2025-02-07 04:59:22,MDB120,maduboom 120 ml,23000,Faza Miti,8447104978,Bekasi,2025-02-07 05:44:22,2025-02-08 15:44:22,,On Delivery,3
ORD000256,2025-01-10 21:06:10,VTMMD60,vitaman madu 60 ml,50000,Sajo Mona Lina,8259960725,Bekasi,2025-01-10 23:42:10,2025-01-11 20:42:10,,Processed,1
ORD000257,2025-01-30 23:53:38,MDB120,maduboom 120 ml,23000,Sari Titi Mojo,8911240364,Maumere,2025-01-31 00:42:38,2025-02-01 07:42:38,2025-02-05 07:42:38,Returned,3
ORD000258,2025-02-02 15:51:39,VTM60,vitaman 60 ml,30000,Kaza Jori Kara,8417134506,Kupang,2025-02-02 16:29:39,2025-02-03 03:29:39,,Processed,1
ORD000259,2025-02-15 23:17:57,MDB120,maduboom 120 ml,23000,Nora Noza,8235108359,Banyuwangi,2025-02-16 01:18:57,2025-02-16 17:18:57,,Delivered,3
ORD000260,2025-02-21 03:26:42,VTM60,vitaman 60 ml,30000,Jono Tira Baza,8194378946,Yogyakarta,2025-02-21 04:09:42,2025-02-21 23:09:42,,Delivered,1
ORD000261,2025-01-19 16:57:32,VTM60,vitaman 60 ml,30000,Nara Faza,8688129444,Purwakarta,2025-01-19 19:19:32,2025-01-20 05:19:32,,On Delivery,1
ORD000262,2025-02-01 20:52:06,VTMMD60,vitaman madu 60 ml,50000,Mino Liza Liti,8259751921,Boyolali,2025-02-01 23:28:06,2025-02-02 16:28:06,,On Delivery,1
ORD000263,2025-02-20 23:34:14,MDB120,maduboom 120 ml,23000,Joka Mojo,8214751975,Singaraja,2025-02-21 00:32:14,2025-02-22 20:32:14,,Processed,3
ORD000264,2025-01-09 01:18:01,MDB120,maduboom 120 ml,23000,Jofa Rafa,8700077870,Blitar,2025-01-09 03:48:01,2025-01-10 19:48:01,,Processed,3
ORD000265,2025-02-23 00:37:14,JDM,jelly drink madu,20000,Zajo Moli Lidi,8306680067,Sorong,2025-02-23 03:16:14,2025-02-24 08:16:14,,On Delivery,2
ORD000266,2025-01-16 17:01:21,MDB120,maduboom 120 ml,23000,Didi Mono Nafa,8492354313,Tegal,2025-01-16 18:12:21,2025-01-17 15:12:21,,Processed,3
ORD000267,2025-02-21 10:04:47,JDM,jelly drink madu,20000,Kali Zano Famo,8482882929,Padang,2025-02-21 12:19:47,2025-02-23 06:19:47,,Processed,1
ORD000268,2025-01-16 16:39:24,JDM,jelly drink madu,20000,Mori Joli Josa,8560633381,Bandung,2025-01-16 17:55:24,2025-01-17 19:55:24,,On Delivery,2
ORD000269,2025-01-18 00:27:40,VTM60,vitaman 60 ml,30000,Kamo Mifa Kajo,8474338519,Surabaya,2025-01-18 02:13:40,2025-01-18 18:13:40,,Delivered,1
ORD000270,2025-02-22 08:23:08,MDB200,maduboom 200 ml,32000,Nafa Timo Jona,8784466933,Palu,2025-02-22 11:12:08,2025-02-22 19:12:08,,Processed,2
ORD000271,2025-01-25 07:23:47,JDM,jelly drink madu,20000,Disa Diri,8598975567,Palangkaraya,2025-01-25 09:34:47,2025-01-26 23:34:47,,On Delivery,1
ORD000272,2025-02-09 09:12:03,MDB120,maduboom 120 ml,23000,Timo Momo Rino,8851950255,Sidoarjo,2025-02-09 11:01:03,2025-02-10 09:01:03,,Delivered,3
ORD000273,2025-02-02 20:27:02,JDM,jelly drink madu,20000,Nadi Noli Kaba,8991504155,Sorong,2025-02-02 23:24:02,2025-02-03 21:24:02,,Delivered,3
ORD000274,2025-02-19 23:12:57,MDB120,maduboom 120 ml,23000,Kati Bami,8768472619,Cikarang,2025-02-20 00:49:57,2025-02-21 12:49:57,,On Delivery,2
ORD000275,2025-02-06 10:06:34,VTM60,vitaman 60 ml,30000,Titi Tina,8616284221,Singkawang,2025-02-06 12:32:34,2025-02-07 12:32:34,,Delivered,3
ORD000276,2025-02-05 23:38:04,MDB120,maduboom 120 ml,23000,Lidi Rari,8668606363,Semarang,2025-02-06 00:23:04,2025-02-07 19:23:04,2025-02-11 19:23:04,Returned,1
ORD000277,2025-02-22 06:59:14,MDB200,maduboom 200 ml,32000,Moka Tiza Mili,8838720566,Surabaya,2025-02-22 08:38:14,2025-02-23 10:38:14,,Processed,2
ORD000278,2025-02-23 05:15:14,MDB200,maduboom 200 ml,32000,Zati Rajo,8317950656,Badung,2025-02-23 08:10:14,2025-02-24 11:10:14,,Processed,1
ORD000279,2025-01-15 15:14:26,MDB200,maduboom 200 ml,32000,Kati Mojo Nofa,8601168348,Indramayu,2025-01-15 18:13:26,2025-01-16 23:13:26,,Processed,1
ORD000280,2025-02-07 09:15:30,MDB120,maduboom 120 ml,23000,Nadi Kati,8711294436,Purwakarta,2025-02-07 11:24:30,2025-02-08 15:24:30,,Processed,2
ORD000281,2025-01-09 15:25:13,VTM60,vitaman 60 ml,30000,Mifa Basa,8955392384,Medan,2025-01-09 18:16:13,2025-01-11 10:16:13,,On Delivery,3
ORD000282,2025-02-11 01:08:49,VTMMD60,vitaman madu 60 ml,50000,Bafa Josa,8901677408,Larantuka,2025-02-11 03:52:49,2025-02-12 06:52:49,,On Delivery,1
ORD000283,2025-02-09 02:33:35,VTMMD60,vitaman madu 60 ml,50000,Samo Samo,8758694175,Magelang,2025-02-09 04:02:35,2025-02-09 17:02:35,2025-02-13 17:02:35,Returned,3
ORD000284,2025-02-23 12:16:54,VTMMD60,vitaman madu 60 ml,50000,Lijo Baka,8606411883,Karawang,2025-02-23 13:10:54,2025-02-25 12:10:54,,Delivered,3
ORD000285,2025-01-06 09:38:03,MDB200,maduboom 200 ml,32000,Najo Limo Kati,8572498483,Ende,2025-01-06 11:35:03,2025-01-07 02:35:03,,Processed,3
ORD000286,2025-01-25 09:39:45,VTM60,vitaman 60 ml,30000,Nana Nana,8409509468,Mataram,2025-01-25 11:26:45,2025-01-26 19:26:45,,On Delivery,1
ORD000287,2025-01-30 05:23:37,VTM60,vitaman 60 ml,30000,Rafa Fana Fajo,8535517469,Ende,2025-01-30 08:18:37,2025-01-31 05:18:37,,On Delivery,3
ORD000288,2025-01-30 10:47:22,MDB200,maduboom 200 ml,32000,Rino Saza,8743056238,Ponorogo,2025-01-30 11:23:22,2025-01-31 15:23:22,,Processed,1
ORD000289,2025-01-26 17:14:46,VTM60,vitaman 60 ml,30000,Baka Momo Sari,8644478756,Sidoarjo,2025-01-26 20:06:46,2025-01-27 08:06:46,,On Delivery,3
ORD000290,2025-01-19 03:28:29,MDB200,maduboom 200 ml,32000,Fafa Josa,8484506298,Gresik,2025-01-19 05:24:29,2025-01-19 22:24:29,,On Delivery,1
ORD000291,2025-02-01 22:07:46,VTM60,vitaman 60 ml,30000,Dino Lidi,8997782887,Jayapura,2025-02-01 23:46:46,2025-02-03 06:46:46,,On Delivery,3
ORD000292,2025-02-03 13:53:02,MDB200,maduboom 200 ml,32000,Miza Lijo,8730992728,Situbondo,2025-02-03 15:12:02,2025-02-04 01:12:02,,Delivered,1
ORD000293,2025-02-07 08:19:22,JDM,jelly drink madu,20000,Rifa Rina Rimo,8315164099,Ende,2025-02-07 10:58:22,2025-02-08 00:58:22,,Processed,1
ORD000294,2025-01-19 01:58:31,VTMMD60,vitaman madu 60 ml,50000,Mimi Jomi,8690970228,Singkawang,2025-01-19 04:11:31,2025-01-20 11:11:31,,Delivered,3
ORD000295,2025-01-22 23:43:29,VTM60,vitaman 60 ml,30000,Jona Kara,8285351632,Palu,2025-01-23 00:48:29,2025-01-24 21:48:29,,Processed,3
ORD000296,2025-01-05 02:28:25,VTM60,vitaman 60 ml,30000,Fati Nodi Nari,8294774293,Gorontalo,2025-01-05 03:23:25,2025-01-06 10:23:25,,On Delivery,1
ORD000297,2025-02-26 21:34:55,JDM,jelly drink madu,20000,Kara Misa,8232289375,Samarinda,2025-02-27 00:34:55,2025-02-28 15:34:55,,Delivered,2
ORD000298,2025-01-15 16:55:43,VTM60,vitaman 60 ml,30000,Baba Zami,8812840249,Padang,2025-01-15 17:48:43,2025-01-17 00:48:43,,On Delivery,1
ORD000299,2025-02-07 16:45:11,VTMMD60,vitaman madu 60 ml,50000,Nami Zajo,8907476286,Jakarta,2025-02-07 19:32:11,2025-02-08 08:32:11,,Delivered,1
ORD000300,2025-01-30 12:16:37,VTM60,vitaman 60 ml,30000,Zati Timi,8227079494,Bogor,2025-01-30 14:29:37,2025-01-31 19:29:37,,Delivered,3
ORD000301,2025-02-19 09:11:08,MDB200,maduboom 200 ml,32000,Nali Tili,8178212010,Palembang,2025-02-19 09:57:08,2025-02-20 23:57:08,,Processed,2
